"match_idx","newUser_id"
96888,200085
96888,200303
3070,200315
3070,200344
93762,200300
93762,200317
93762,200318
84637,200289
84637,200333
42292,200329
42292,200347
101209,200342
36977,200297
36977,200316
31679,200307
51586,200290
88071,200277
59571,200283
100767,200240
100767,200339
10558,200249
10558,200294
99117,200235
102077,200275
95989,200285
95989,200331
81005,200477
72336,200349
31680,200246
31680,200267
31680,200306
31680,200323
31680,200343
45675,200229
45675,200395
45675,200431
45675,200449
45675,200452
45675,200471
45675,200559
45675,200574
73987,200250
73987,200259
73987,200340
89682,200480
51587,200241
51587,200341
23528,200270
23528,200284
23528,200298
23528,200304
23528,200313
23528,200346
94224,200256
94224,200332
50212,200286
50212,200308
60655,200324
60655,200371
60655,200453
4461,200237
4461,200501
4461,200591
22165,200397
22165,200425
22165,200443
54152,200356
54152,200382
54152,200383
54152,200389
54152,200394
54152,200408
55318,200388
33448,200435
10559,200369
12663,200393
12663,200439
12663,200440
91456,200496
91456,200586
14863,200420
14863,200430
8264,200263
8264,200561
8264,200564
62767,200381
52873,200367
52873,200370
52873,200418
52873,200436
42294,200328
42294,200461
42294,200482
42294,200483
61676,200273
3071,200366
3071,200384
3071,200409
3071,200411
3071,200437
86434,200414
86434,200426
50214,200419
103049,200361
103049,200387
103049,200445
56423,200404
56423,200424
45676,200351
75694,200364
75694,200416
5808,200379
45677,200354
45677,200412
11614,200396
11614,200433
42295,200365
42295,200368
42295,200405
42295,200410
42295,200413
42295,200442
66500,200464
1590,200363
48779,200432
33450,200401
33450,200415
35201,200358
35201,200448
18256,200402
88072,200359
12665,200434
73990,200288
38778,200357
38778,200392
38778,200427
81007,200444
7054,200421
7054,200438
75695,200495
73991,200466
73991,200467
73991,200523
73991,200545
73991,200555
73991,200568
5,200510
5,200599
36978,200390
84640,200451
84640,200468
29974,200456
29974,200515
29974,200556
29974,200587
29974,200592
67787,200403
67787,200423
67787,200455
77416,200606
1592,200355
1592,200374
1592,200474
65150,200345
75696,200352
75696,200406
1593,200485
1593,200500
1593,200527
1593,200535
1593,200562
1593,200571
1593,200583
1593,200596
47277,200491
47277,200514
47277,200516
47277,200550
47277,200566
61678,200481
61678,200490
61678,200517
61678,200554
61678,200572
8266,200494
8266,200513
8266,200602
59572,200493
59572,200531
59572,200576
48780,200529
10560,200533
10560,200549
93582,200478
93582,200548
98618,200567
79148,200458
79148,200504
79148,200542
79148,200547
55319,200511
97266,200595
62768,200600
62768,200626
62768,200642
45678,200508
45678,200522
45678,200537
45678,200581
45678,200582
45678,200615
56424,200613
38780,200457
38780,200487
38780,200507
38780,200509
38780,200520
38780,200558
38780,200563
38780,200593
38780,200601
17066,200525
28275,200454
28275,200499
28275,200541
28275,200546
18257,200465
18257,200505
18257,200506
18257,200552
47278,200489
47278,200524
47278,200609
45679,200577
45679,200597
50217,200518
50217,200521
50217,200534
50217,200560
50217,200573
50217,200579
50217,200604
3074,200473
3074,200540
3074,200605
4463,200536
50218,200683
50218,200806
50218,200849
96679,200575
25047,200519
75697,200551
25049,200636
25049,200679
69228,200610
69228,200638
70805,200526
5811,200472
5811,200539
50219,200660
50219,200680
7055,200890
35203,200666
35203,200724
79149,200651
79149,200711
77418,200512
77418,200624
77418,200643
77418,200644
84641,200655
79150,200646
79150,200647
88075,200640
88075,200713
75699,200780
92013,200553
92013,200616
86435,200686
17067,200670
17067,200706
45681,200631
45681,200641
45681,200675
26625,200696
26625,200714
69229,200877
29976,200620
29976,200665
4464,200699
4465,200634
4465,200658
8268,200737
12667,200685
82887,200691
25051,200653
100909,200632
92458,200628
92458,200639
92458,200688
50221,200657
1597,200619
1597,200693
1597,200712
70806,200497
70806,200607
50222,200687
70807,200633
70807,200649
12668,200681
12668,200720
63930,200625
47281,200621
47281,200650
47281,200700
14865,200588
14865,200652
67789,200543
67790,200611
67790,200672
48781,200654
20817,200608
20817,200648
12669,200708
23530,200702
23530,200703
12671,200667
62769,200612
62769,200637
62769,200678
62769,200704
63931,200692
94491,200530
38782,200701
47283,200627
40549,200662
40549,200709
58549,200656
58549,200673
9445,200707
100910,200585
17068,200865
7056,200694
82889,200532
15960,200698
84642,200622
29977,200590
55324,200664
55324,200721
55324,200747
18258,200769
23531,200740
23531,200808
79152,200771
79152,200794
22167,200782
38784,200734
38784,200804
38784,200825
8271,200741
8271,200813
8271,200818
86440,200850
3078,200773
11617,200778
11617,200779
11617,200863
42299,200538
42299,200801
42299,200809
42299,200811
42299,200844
38785,200828
79153,200732
9448,200742
9448,200775
9448,200861
67791,200594
67791,200798
67791,200846
67791,200854
12672,200684
15962,200800
8272,200857
25054,200816
7,200682
7,200710
84644,200805
84644,200824
84644,200852
77420,200727
77420,200802
82891,200729
82891,200823
82891,200831
82891,200840
82891,200866
18259,200835
26627,200774
26627,200785
31683,200772
31683,200799
31683,200810
69231,200845
44063,200819
88078,200731
88078,200763
52876,200756
52876,200788
52876,200796
35206,200783
35206,200789
94077,200758
94077,200843
94077,200855
4468,200716
4468,200754
4468,200791
70809,200827
29978,200878
20821,200762
62773,200817
59573,200759
59573,200829
12675,200726
47286,200814
47286,200851
61679,200569
61679,200725
61679,200744
10564,200859
10565,200730
67793,200786
67793,200792
51594,200768
84645,200746
84645,200815
50225,200858
9,200722
9,200765
9,200790
9,200826
3082,200853
65154,200822
65154,200836
25055,200793
57472,200674
59574,200738
54161,200847
7057,200766
15963,200728
15963,200745
15963,200764
51595,200748
10566,200777
8273,200753
8273,200837
28278,200781
28278,200869
52878,200736
52878,200776
65155,200821
8274,200787
29979,200755
29979,200841
20822,200733
20822,200735
62775,200862
62775,200885
11618,200795
11618,200832
11618,200834
11618,200839
11618,200860
12676,200760
15964,200968
20823,200751
84646,200944
84646,200965
84646,200978
84646,200987
57473,200909
57473,200924
12677,200905
12677,200930
12677,200942
12677,200960
12677,200982
51597,200871
84647,201007
88079,200879
88079,200898
88079,200908
7058,200761
88080,200901
42303,200934
42304,200875
42304,200911
47287,200979
8278,200935
102078,200952
28281,200886
28281,200951
3084,200927
3084,200954
3084,200963
3084,200986
48788,200933
1601,200919
31686,200917
31686,200971
44064,200891
44064,200962
44064,200972
44064,200980
92791,201057
92791,201082
92791,201134
17073,200884
94874,200888
94874,200912
94874,200916
94874,200955
57474,200867
57474,200899
57474,200946
57474,200950
57474,200991
67795,200990
51599,200907
10568,200958
10568,200981
18261,200897
18261,201018
10569,200920
10569,200947
10570,200903
81014,200937
26628,200904
62776,200997
62776,201040
15965,200928
15965,200966
57475,200894
57475,200948
57475,200956
57475,200969
57475,200974
65158,200883
65158,200983
48791,200876
4472,200994
56427,200921
54162,200940
54162,200993
54162,201089
94617,200889
94617,200931
100424,201052
100424,201098
5822,200915
5822,200922
9453,200910
100298,200989
10572,200880
10572,200892
10572,200895
10572,200953
10572,200961
10572,200973
10572,200976
51600,200887
11,200893
11,200929
11,200995
48793,200874
63933,201005
63933,201030
63933,201055
63933,201075
61682,200926
13750,200914
13750,200941
13750,201011
56428,201006
9454,201016
9454,201061
9454,201068
9454,201078
50227,200964
67796,200970
67796,200992
67796,201002
8280,200999
8280,201046
8280,201088
8280,201090
67797,201025
47290,201065
47290,201093
25057,200949
25057,201001
47291,201056
88081,201027
88081,201028
88081,201037
45689,201023
45689,201045
45689,201059
45689,201064
45689,201101
100425,201076
52880,200988
60661,200985
51601,200900
62778,201114
62778,201152
63934,201017
63934,201021
63934,201051
61684,201026
61684,201033
61684,201049
50228,201010
97650,201022
97650,201074
59578,201085
59578,201099
45690,201146
44066,201020
59579,201044
60662,201070
60662,201087
11623,201031
57476,201000
57476,201042
67799,201053
67799,201201
15967,200984
15967,201008
15967,201041
15967,201079
15967,201083
57477,201003
69233,201063
54163,201058
54163,201073
61685,201086
61686,201035
52881,201115
52881,201125
52881,201171
7060,201106
40552,201170
3090,201130
3090,201140
3092,201147
3092,201188
3092,201199
26630,201127
26630,201138
51602,201123
51602,201163
51602,201174
18262,200896
18262,201038
94367,201121
94367,201179
45691,201111
45691,201117
5823,201094
60663,201013
60663,201156
73994,201097
45693,201148
62779,201119
62779,201124
66503,201141
66503,201151
66503,201187
66503,201200
9458,201185
91693,201048
92234,201110
13754,201104
58554,201108
58554,201118
58554,201143
58554,201189
58554,201190
12680,201149
8283,201154
51603,201047
51603,201060
51603,201092
51603,201102
51603,201129
51603,201165
51603,201175
48795,201109
48795,201133
48795,201135
48795,201158
48795,201173
81015,201120
81015,201150
8284,201116
8284,201128
8284,201153
8284,201160
8284,201162
18264,200026
18264,201159
51604,201183
22172,201103
22172,201105
22173,201172
22173,201260
62781,201157
56430,201250
48796,201231
17077,201212
17077,201222
17077,201244
17077,201265
19511,201217
19511,201267
48797,201196
48797,201226
92728,201228
92728,201230
89685,201194
89685,201256
5825,201258
5825,201268
13756,201233
4474,201203
4474,201269
7063,201142
7063,201144
7063,201186
7063,201198
7064,201178
7064,201252
51605,201323
7065,201205
56431,201321
17079,201270
57479,201210
57479,201213
7066,201202
1602,202198
84651,201223
84651,201227
40553,201237
88083,201275
58556,201316
5826,201301
52887,201240
52887,201259
48798,201197
48798,201215
62784,201216
62784,201225
17081,201243
70811,201241
70811,201300
20827,201253
69236,201229
67800,201204
67800,201219
67800,201236
20828,201242
8286,201261
57481,201264
57481,201289
57481,201295
51606,201263
19512,201287
19512,201296
13758,201273
8289,201266
8289,201303
8289,201312
56433,201305
47295,201276
47295,201294
69237,201232
69237,201314
62785,201291
62785,201304
59580,201218
59580,201235
59580,201278
59580,201280
58559,201297
58559,201306
58559,201309
57482,201214
3093,201283
35210,201285
57484,201281
22177,201308
88085,201282
88085,201293
88085,201310
54167,201279
67801,201307
5831,201320
59581,201286
56434,201246
56434,201288
56434,201290
56434,201370
29982,201248
51608,201168
51608,201221
51608,201245
51608,201315
89687,201284
3095,201299
15968,201298
47296,201292
57485,201368
19514,201380
70812,201322
70812,201334
70812,201365
70812,201369
70812,201384
70812,201391
81017,201387
45697,201337
62786,201333
62786,201348
62786,201378
84655,201339
84655,201385
25060,201338
25060,201344
36983,201433
12,201353
12,201379
12,201383
96322,201394
63940,201319
35211,201393
88089,201318
88089,201335
17088,201377
26632,201381
26632,201430
29984,201352
29984,201366
29984,201376
29984,201382
22180,201358
22180,201364
8290,201386
61688,201325
61688,201327
61688,201345
22181,201324
22181,201326
22181,201340
3096,201361
11628,201332
11628,201363
70813,201341
67803,201331
67803,201390
86448,201450
86448,201482
72348,201403
72348,201435
84656,201415
3097,201444
75702,201427
50231,201349
20831,201406
20831,201441
5834,201449
54169,201461
31688,201451
94994,201416
94994,201456
4476,201329
70816,201440
70816,201454
3098,201446
65164,201398
65164,201417
65164,201422
45698,201429
45698,201497
9463,201407
9463,201423
9463,201448
33456,201414
9464,201487
18267,201400
93765,201404
93765,201432
33457,201396
89688,201460
89688,201481
1603,201425
1603,201426
1603,201443
1603,201466
1603,201479
81018,201475
58561,201480
58561,201496
1604,201457
20834,201513
20834,201515
11629,201464
11629,201471
12685,201467
12685,201540
84660,201434
62787,201489
54170,201490
70817,201465
70817,201525
70817,201555
96156,201468
96156,201546
9465,201889
77424,201506
3100,201452
1605,201431
1605,201437
1605,201470
1605,201485
1605,201486
1605,201492
94757,201484
42308,201524
26633,201499
28284,201498
5835,201455
5835,201491
5835,201493
26634,201542
26634,201549
8292,201411
73997,201428
5837,201495
45700,201860
99798,201521
58562,201504
48800,201526
48800,201534
48800,201535
36985,201488
36985,201532
101210,201462
56435,201548
45701,201522
44069,201514
44069,201533
58563,201558
89689,201508
36987,201503
97269,201529
50235,201520
50235,201563
92235,201472
92235,201505
77427,201494
72349,201458
72349,201537
15,201502
15,201509
15,201553
15,201556
89690,201501
89690,201518
89690,201544
1608,201646
40555,201519
62788,201545
62788,201547
62788,201562
9467,201550
9467,201551
9467,201552
42310,201511
54172,201557
54172,201560
100170,201604
100170,201605
93926,201569
15970,201598
4482,201586
57487,201600
12686,201870
57489,201597
61690,201594
13760,201596
47298,201564
62790,201644
62790,201671
50236,201608
38793,201570
38793,201585
82899,201623
67807,201669
82900,201577
4483,201579
8294,201581
62791,201575
67808,201583
67808,201595
33458,201591
13761,201590
3102,201573
8295,201561
8295,201571
8295,201588
8295,201589
8295,201602
8295,201607
47300,201582
35212,201599
4484,201576
4484,201593
99905,201580
99905,201587
59586,201606
59586,201616
50240,201618
50240,201645
7072,201622
7072,201650
7072,201666
45703,201657
86451,201632
96323,201574
94618,201635
45704,201662
31691,201835
88090,201620
29986,201630
29986,201673
72350,201627
72350,201651
89693,201653
89693,201661
93927,201621
102465,201625
102465,201658
102465,201664
13762,201614
89694,201619
44070,201629
13763,201698
3105,201652
29988,201659
42312,201615
50241,201610
50241,201617
50241,201642
50241,201643
50241,201655
19519,201704
42313,201626
42313,201631
42313,201660
42313,201663
40556,201637
40556,201639
40556,201641
67809,201612
67809,201647
55331,201624
79162,201703
79162,201719
75707,201638
20835,201702
50243,201686
52898,201696
59587,201711
45706,201689
54174,201726
58566,201592
57491,201565
57491,201613
62793,201700
62793,201713
9472,201677
9472,201733
9472,201734
9472,201735
9472,201736
28286,201656
28286,201667
28286,201688
88091,201675
86454,201710
86454,201743
4485,201690
4485,201732
45707,201709
42315,201676
45708,201682
45708,201694
45708,201705
45708,201730
45708,201731
45708,201739
47304,201729
7074,201790
82903,201712
13767,201786
44072,201683
44072,201699
44072,201701
44072,201725
96324,201738
96324,201795
96324,201831
96324,201865
13768,201737
38796,201684
38796,201692
38796,201708
38796,201715
38796,201716
38796,201744
26636,201718
26636,201841
38797,201679
88092,201721
61693,201727
61693,201847
9474,201762
1614,201746
1614,201777
61694,201971
94369,201768
94369,201799
81021,201769
81021,201775
81021,201805
26638,201765
61695,201804
61695,201811
92596,201813
50245,201747
50245,201755
50245,201776
50245,201803
74000,201806
42316,201774
96325,201753
96325,201798
33463,201872
52902,201767
51615,201750
51615,201756
51615,201757
51615,201760
51615,201781
20837,201823
99259,201720
51616,201748
51616,201785
28287,201845
79163,201759
79163,201784
79163,201793
79163,201796
65168,201844
1617,201789
1617,201821
82907,201802
33464,201783
20838,201714
52903,201808
13770,201820
98447,201764
56436,201800
48804,201782
48804,201787
48804,201814
57494,201761
95717,201810
56437,201779
61697,201745
61697,201758
61697,201772
22184,201791
22184,201807
59594,201778
13771,201780
13771,201818
4488,201771
55332,201751
23538,201723
23538,201742
50246,201801
22185,201728
55333,201766
55333,201819
19523,201883
12688,201773
92567,201868
54177,201882
54177,201884
47308,201828
47308,201833
47308,201906
25063,201919
8297,201824
8297,201878
8297,201895
17096,201881
23540,201877
51617,201893
56438,201830
56438,201834
56438,201869
56438,201922
86457,201842
11636,201855
51619,201912
3107,201899
23541,201797
12689,201825
12689,201827
12689,201864
12689,201886
7077,201856
7077,201913
84663,201874
13773,201838
3109,201832
3109,201863
88094,201867
99260,201892
13774,201898
4489,201885
23542,201816
19525,201923
15974,201862
99652,201880
13775,201854
13775,201914
102466,201904
35214,201848
35214,201916
20,201861
20,201890
20,201915
54178,201839
79165,201900
89698,201851
89699,201829
89699,201846
54179,201903
47309,201857
94875,201507
47310,201918
47310,201920
47310,201921
96326,201853
55337,201887
45711,201822
45711,201871
45711,201888
45711,201909
56443,201528
56443,201840
56443,201896
7078,201858
7079,201355
7079,201910
7080,201850
3111,201902
4490,201836
4490,201876
4490,201901
72353,201843
72353,201908
72353,201917
77430,201974
18270,201943
18270,201994
18270,202049
18270,202118
13776,201924
13776,201986
13776,202021
56445,201981
23543,202022
82910,201976
82910,201995
92318,202007
89702,201928
89702,201958
48808,201970
48808,202032
14882,201959
14882,202078
14883,201955
10587,202125
67813,201996
47312,201982
63947,202002
7084,201947
7084,202017
15976,202040
5845,202003
5845,202014
52908,201935
52908,201946
52908,201975
52908,202024
13777,202015
47313,202034
94759,201962
94759,202025
15977,201983
18271,201934
58573,201929
4493,201957
4493,201964
52910,201984
8302,201967
8302,202012
22187,202026
10588,201930
13778,201987
13778,201991
13778,202010
62795,201969
10589,201963
4494,201948
4494,201993
4494,202001
4494,202011
4494,202013
4494,202019
103431,201945
103431,202008
22,201950
5846,201942
23,202079
23,202100
9481,201933
14886,201952
14886,201956
14886,201990
14886,202006
14886,202009
13780,201973
57500,201941
31694,201936
31694,201953
31694,202020
57501,201965
4495,202029
79167,201954
79167,201988
82912,201951
82912,201985
82912,201997
26640,201980
26640,202028
60671,201998
50251,201961
44075,202016
89704,201960
89704,201972
4496,202298
48809,201931
48809,201938
48809,201999
12691,202033
12691,202036
12691,202097
12691,202099
12691,202108
45713,202119
67814,202112
89705,202071
15978,202060
15978,202068
11638,202106
54185,202058
10592,202059
14888,202105
75709,202055
75709,202089
97080,202096
89706,202069
88098,202237
10593,202073
47315,202053
82913,202067
82913,202123
63949,201940
7088,202043
7088,202044
7088,202046
7088,202076
7088,202085
7088,202107
50252,202103
1626,202054
1626,202120
48812,202121
72355,202080
75710,201949
75710,201979
75710,202005
25066,202117
1628,202077
35216,202004
70824,201925
70824,202030
70824,202081
12692,202056
12692,202086
38804,202090
52917,202088
31695,202066
31695,202075
77432,202093
99653,202102
7089,202109
52918,202083
52918,202126
26642,201944
3113,202051
3113,202111
66513,202039
66513,202092
7090,202062
55342,202041
14889,202052
13782,202035
13782,202047
13782,202065
13782,202094
95351,202050
67816,202038
94998,202061
94998,202110
42321,202042
42321,202115
65173,202074
65173,202084
65173,202095
65174,202064
26643,202057
26643,202124
75712,202143
75712,202211
18275,202142
18275,202179
18275,202203
48815,202165
19529,202134
61704,202135
61704,202149
61704,202184
13784,202217
9485,202186
5850,202177
5850,202182
5850,202214
5850,202216
61705,202195
13785,202166
55344,202229
82915,202137
82915,202196
82915,202197
82915,202200
88099,202136
88099,202151
88099,202164
88099,202188
88099,202232
14891,202145
14891,202199
14891,202204
52919,202180
7091,202183
58574,202174
58574,202202
58574,202228
4499,202210
75713,201239
75713,202175
75713,202241
9487,202161
62798,202128
62798,202129
62798,202185
62798,202223
13786,202138
13786,202154
13786,202163
13786,202178
13786,202206
92428,202140
58576,202133
40566,202159
40566,202221
65175,202323
74003,202147
74003,202160
74003,202212
35217,202000
20845,202148
20845,202255
20845,202325
20845,202351
51624,202116
51624,202315
51625,202153
51625,202169
51625,202171
51625,202173
92396,201568
92396,202131
92396,202222
92396,202235
9489,202181
9489,202191
9489,202213
12695,202158
12695,202225
45714,202139
55347,202152
55347,202157
55347,202226
48817,202192
48817,202215
57508,202207
58577,202167
58577,202194
58577,202236
84666,202130
84666,202220
1631,202205
1631,202218
1631,202219
1631,202234
22188,202170
69247,202293
30,202048
77436,202261
77436,202337
86460,202250
79169,202306
79169,202320
79169,202339
50254,202193
50254,202356
33467,202251
33467,202258
33467,202263
33467,202358
33467,202365
10596,202244
10596,202312
10596,202354
48819,202253
48819,202334
48819,202346
69248,202350
69248,202352
15984,202385
15984,202451
15984,202464
15984,202472
99800,202366
20846,202267
60674,202336
15985,202273
15985,202342
15985,202357
99908,202266
99801,202262
99801,202281
99801,202289
55350,202259
55350,202340
55350,202369
63951,202122
63951,202246
8307,202239
8307,202257
8307,202268
63952,202284
63952,202304
63952,202321
63952,202348
60675,202264
60675,202311
60675,202330
60675,202359
50255,202282
50255,202335
55351,202291
1632,202252
1632,202300
1632,202361
29993,202353
7093,202270
7093,202463
18278,201992
18278,202238
13787,201977
13787,202176
13787,202324
55353,202031
55353,202104
55353,202146
55353,202189
55353,202333
10598,202301
69249,202278
69249,202294
69249,202308
69249,202332
13788,202233
13788,202240
13788,202243
13788,202272
13789,202269
13789,202285
81028,202319
18279,202338
47318,202279
47318,202297
47318,202314
47318,202316
47318,202328
11641,202303
11641,202326
100299,202256
8308,202247
8308,202271
8308,202296
10599,202275
10599,202299
10599,202313
10599,202331
14894,202276
14894,202277
14894,202327
32,202260
32,202280
32,202322
32,202347
20848,202409
20848,202505
5852,202377
5852,202387
15988,202444
12696,202395
12696,202466
47319,202382
57512,202384
12697,202399
12697,202442
93458,202386
40567,202398
40567,202421
40567,202483
62802,202391
62802,202394
62802,202435
62802,202460
1633,202473
1633,202476
60676,202428
60676,202487
100171,202449
4501,202393
98787,202368
98787,202403
1634,202418
17098,202390
17098,202462
1635,202405
1635,202408
1635,202434
1635,202447
4502,202375
4502,202430
33,202527
99655,202438
99655,202470
44079,202379
50256,202604
50256,202703
42323,202372
12698,202400
12698,202416
12698,202448
36991,202388
36991,202471
36991,202478
36991,202481
36991,202486
36992,202381
36992,202404
36992,202417
36992,202468
35,202376
51631,202469
4503,202457
84667,202445
17099,202485
17099,202509
8310,202446
35218,202392
35218,202410
35219,202423
99261,202397
99261,202422
99261,202477
31697,202374
31697,202396
95846,202431
40568,202402
35221,202424
35221,202432
79170,202675
96158,202378
29995,202475
5854,202426
9491,202563
9491,202569
81029,202560
7095,202576
40569,202362
40569,202363
40569,202413
40569,202458
40569,202474
40569,202479
40569,202492
40569,202529
77437,202692
22189,202491
22189,202512
22189,202554
22190,202496
22190,202567
5855,202571
29997,202453
29997,202497
29997,202523
29997,202637
72357,202419
72357,202425
72357,202439
72357,202595
88101,202467
88101,202521
84668,202493
84668,202526
84668,202532
84668,202544
84668,202546
84668,202562
84668,202570
98963,202511
98963,202556
31700,202519
4504,202516
75714,202553
75714,202573
45717,202680
9492,202490
95718,202510
95718,202545
95718,202561
26645,202501
26645,202535
35222,202507
56451,202524
103433,202513
103433,202518
103433,202522
103433,202541
103433,202564
28291,202542
86465,202503
93026,202515
93026,202543
101884,202504
101884,202514
101884,202566
72358,202495
69250,202489
69250,202530
69250,202536
69250,202568
69250,202574
50257,202528
50257,202534
50257,202548
31701,202494
31701,202547
8311,202506
10602,202459
3118,202577
3118,202585
3118,202632
9494,202584
9494,202602
9494,202661
103434,202508
17100,202579
11644,202667
55356,202644
88102,202600
88102,202616
88102,202626
88102,202628
28292,202555
28292,202558
28292,202559
66515,202551
66515,202583
5856,202618
79172,202625
79172,202655
66516,202608
97272,202643
97272,202651
97272,202665
48824,202482
81031,202642
5857,202592
5857,202594
5857,202601
5857,202638
60679,202635
60679,202641
60679,202648
60679,202650
82917,202613
8312,202588
8312,202609
8312,202669
47324,202575
47324,202589
47324,202647
7096,202587
7096,202656
7096,202659
44082,202606
44082,202612
44082,202630
89714,202596
89714,202620
22191,202713
88104,202572
102871,202629
51633,202484
59602,202617
94227,202610
94227,202636
94227,202652
94227,202662
94227,202672
95847,202582
95847,202715
95847,202727
72359,202598
99910,202611
99910,202614
99910,202654
103253,202591
103253,202645
103253,202663
69251,202607
69251,202615
45719,202674
89715,202705
89715,202718
26647,202633
26647,202668
39,202593
39,202627
39,202698
39,202709
40,202676
40,202682
40,202686
40,202704
40,202742
40,202750
40,202777
38809,202721
38809,202765
96680,202766
82918,202678
4507,202725
4507,202768
75716,202677
75716,202763
75716,202775
45720,202557
45720,202720
7097,202726
7097,202728
7097,202735
7097,202740
7097,202748
7097,202754
12700,202621
62803,202772
35223,202700
35223,202722
35223,202739
35223,202758
45721,202666
45721,202731
45721,202760
1636,202412
1636,202702
57515,202683
9496,202690
9496,202749
9496,202770
102872,202443
65178,202747
22192,202723
3120,202693
3120,202699
3120,202712
3120,202733
3120,202761
3120,202769
50259,202701
50259,202706
50259,202719
50259,202778
10603,202679
33472,202688
33472,202762
31704,202689
31704,202707
31704,202717
31704,202732
35224,202969
35224,202976
35224,202995
98964,202744
99656,202684
99656,202710
99656,202714
99549,202776
102468,202834
102468,202875
102468,202876
30001,202743
41,202696
44083,202691
94372,202767
97082,202827
97082,202836
97082,202853
4509,202752
86467,202887
92047,202708
48826,202790
48826,202812
48826,202860
72360,202858
75717,202797
75717,202801
75717,202810
75717,202846
75717,202862
75717,202872
93501,202780
75718,202816
92319,202821
22193,202779
72362,202838
72362,202879
28293,202784
44084,202805
44084,202866
58579,202863
82919,202888
89717,202818
89717,202819
89717,202828
89717,202840
55357,202884
99263,202794
22194,202789
22194,202825
22194,202845
26649,202792
26649,202793
81035,202841
81035,202886
81035,202916
81035,203072
67818,202800
59603,202844
31705,202865
35225,202806
35225,202882
95991,202864
28296,202802
79175,202892
89718,202891
99119,203045
102662,202851
102662,202854
63955,202657
52923,202837
52923,202857
25068,202852
12701,202796
7098,202832
51635,202811
79176,202861
82920,202755
82920,202848
9497,202869
9497,202874
96891,202803
96891,202808
12702,202785
12702,202843
12702,202873
66518,202658
12703,202815
12703,202867
102082,202820
102082,202824
82921,202883
82921,202908
82922,202967
82922,202992
82922,203008
82922,203012
12704,202753
61710,202729
61710,202773
55359,202783
55359,202823
31706,202906
31706,202932
31706,202942
31706,202974
31706,202994
31706,203025
42328,202941
3122,202905
3122,202977
3122,203017
99120,202983
61711,202938
61711,202989
61711,202991
51636,202893
51636,202901
51636,202917
51636,202934
51636,202972
51636,203023
77439,202933
17102,202926
17102,202946
17102,202959
17102,202981
17102,203009
17102,203015
17102,203016
17102,203026
17102,203028
81036,202813
59604,202902
59604,202904
59604,202929
59604,202962
59604,202968
59604,203001
59604,203006
52925,202971
52925,202985
79178,202831
79178,202849
79178,202889
79178,202910
79178,202912
1640,202930
75721,203041
75721,203073
75721,203120
31707,202953
45724,202944
54193,203013
3123,202943
3123,202965
3123,203019
63956,203125
44086,202945
44086,203018
84672,203042
